parent_asin,product_type,title,average_rating,rating_number,price,store,categories,features,description
B0CB3FV794,laptop,"2021 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 5500U Processor up to 4.6GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 11 Home, Nightfall Black",4.4,105,520.0,HP,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""15.6\"" Full HD IPS Anti-glare Micro-edge WLED-backlit Touchscreen (1920 x 1080) Display"", ""AMD Ryzen 5 5500U Hexa-Core Processor up to 4.2GHz, AMD Radeon Graphics with Shared Graphics Memory"", ""8GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; 256GB PCIe NVMe M.2 Solid State Drive allows to fast bootup and data transfer"", ""2 x USB 3.1 Gen 1, 1 x USB 3.1 Gen 1 Type-C, 1 x HDMI, 1 x Combination Audio Jack, 1 x Multi-format SD Media Card Reader"", ""HP Wide Vision HD Camera with Integrated Dual Array Digital Microphone, HP Audio Boost 2.0 with Bang & Olufsen Dual Speakers, Backlit Keyboard, Fingerprint Reader, Wireless-AX and Bluetooth Combo, Windows 11 Home, 4.11 Pounds""]","[""Operating system: Windows 11 Home Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC. Display: 15.6-inch diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, microedge, Corning Gorilla Glass NBT Get expansive, vibrant images and control your entertainment right from the screen. Processor: AMD Ryzen 5 5500U Memory: 8 GB DDR4-3200 MHz RAM (2 X 4 GB) Substantial high-bandwidth RAM to smoothly run your games and photo- and video-editing applications, as well as multiple programs and browser tabs all at once. Internal storage: 256 GB PCIe NVMe M.2 SSD Get up to 15x faster performance than a traditional hard drive Graphics: AMD Radeon Graphics Whether it’s games or movies, experience high performance for all your entertainment. HP Fast Charge Go from 0 to 50% charge in approximately 30 minutes Effortlessly connected Enjoy a smooth wireless experience with a Wi-Fi CERTIFIED 6 (2x2) and Bluetooth 5 combo All-in-One Keyboard Control your privacy, security and multimedia hotkeys in one area. Camera Shutter Ensure your privacy with a visible shutter that turns off your PC’s camera. HP Wide Vision HD Camera 88-degree, wide-angle field of view for video chats with the whole family An exceptionally rich audio experience HP Dual Speakers, HP Audio Boost, and expert tuning by Bang & Olufsen bring audio perfection to your PC. Fingerprint reader Seamlessly log in to your device in any position with the touch of your finger. Patented 3-D fingerprint technology ensures secure access 360° geared hinge""]"
B086K3YTL5,laptop,"CUK TUF Gaming F17 Notebook (Intel i7-11800H, 64GB RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 3060, 17.3-inch FHD 144Hz Display, Windows 10 Home) 17 Inch Gamer Laptop Computer (Made_by_ASUS_)",3.5,34,,Computer Upgrade King,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Processor: Intel i7 - 11800H Eight Core Processor (24MB Cache, 2.3GHz-4.6GHz) 45W"", ""RAM: 64GB DDR4 3200MHz | Hard Drive: 2TB NVMe Solid State Drive"", ""Keyboard: Backlit Chiclet RGB Keyboard | Operating System: Windows 10 Home x64"", ""Graphics: NVIDIA GeForce RTX 3060 6GB GDDR6 | Display: 17.3\"", FHD, 144Hz, Value IPS-level, 45% NTSC, Adaptive-Sync, Anti-glare Display (1920 x 1080)"", ""64GB RAM / 2TB NVMe SSD Upgrades | 3-Year CUK Limited Warranty (View warranty section below for more details.)""]",[]
B001CNT4UQ,laptop,"Sony VAIO VGN-Z570N/B 13.1"" Laptop (2.53 GHz Intel Core 2 Duo P9500 Processor, 3 GB of RAM, 320 GB Hard Drive, Vista Business) Black",3.6,32,,Sony,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Intel Core 2 Duo P9500 processor (2.53GHz), 6MB L2 cache"", ""Genuine Microsoft Windows Vista Business with SP1/XP downgrade"", ""13.1\"" widescreen LCD with XBRITE-DuraView technology & LED backlight"", ""3GB of pre-installed RAM & a roomy 320GB Serial ATA hard drive"", ""Biometric fingerprint scanner & hybrid graphics system""]","[""Product Description"", ""Built tough for business, the VAIO Z notebook offers the portability of a 3.31 lbs (with standard battery) form factor with the performance of a larger computer. Encased in durable carbon fiber and featuring scratch-resistant XBRITE-DuraView LCD technology, the Z notebook is designed to withstand the rigors of the road. To complement this durability, this mobile workstation is backed by powerful yet efficient Intel Centrino processor technology and a hybrid graphics system that lets you select your graphics performance on the fly - no reboot necessary. With this one-two punch combo, the Z notebook delivers the long battery life you need to stay productive when on the go."", ""Amazon.com""]"
B000M4J20S,laptop,"Sony VAIO VGN-FE880E/H 15.4-inch Laptop (Intel Core 2 Duo 1.66 GHz Processor, 2 GB RAM, 160 GB Hard Drive, DVD RW Drive, Vista Premium)",3.3,20,,Sony,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Stylish, powerful multimedia notebook with 15.4-inch screen and 1.66 GHz T5500 Core 2 Duo processor"", ""160 GB Serial ATA hard drive, 2 GB of installed RAM (2 GB max), multi-format/dual-layer DVD burner"", ""Three USB 2.0, one FireWire, ExpressCard/34 slot, memory card reader (SD, XD, Memory Stick)"", ""Tri-mode Wi-Fi LAN (802.11a/b/g), 10/100 Ethernet, Intel GMA 950 video card with up to 224 MB shared video memory"", ""Pre-installed with Windows Vista Home Premium (with Media Center capabilities)""]","[""Product description"", ""Exceptional entertainment is provided by the VAIO(R) FE880EH Notebook featuring a 15.4-inch widescreen display with XBrite-ECO LCD technology. Screen movies with astonishing color purity and saturation even in bright sunlight. You can also access and enjoy your digital entertainment with ease with Windows Vista Home Premium for intelligent control of your entertainment content. The VAIO(R) FE880EH also includes S-Video, enabling convenient connectivity to TVs, cameras, projectors and integrated 802.11a/b/g wireless LAN to connect to a broad range of networks. 2GB (1GBx2) DDR2 PC2-5300 667MHz Speed Max Memory 160GB Serial ATA(TM) 4200rpm Hard Drive Optical Drive - 4x Write DVD+-R Double Layer, 8x Write DVD+-R/RW, 24x Write CD-R, 16x Write CD-RW, 24x Read CD, 8x Read DVD, 5x Read and Write DVD-RAM Multimedia Card Reader - Expresscard 34 Slot 5-in-1 Memory Card Adapter supporting Memory Stick, Memory Stick(R) PRO, Secure Digital, xD PictureCard and MultiMedia Card (MMC) Sony Sound Reality Audio Enhancer System 15.4-inch 1280x800 WXGA XBrite-ECO Technology LCD Display Intel Graphics Media Accelerator 950 224MB Video RAM Intel 945GM Chipset VGA Out with Smart Display Sensor Interface Ports - Ethernet Port, Headphone Jack, Memory Stick(R) Media Slot, Modem, Microphone, Port Replicator Connector, S-Video Output, 3 USB 2.0 Ports, VGA Output, 1x 34 ExpressCard Slot and 4-pin iLink Connection Intel PRO Wireless 3945ABG Network Connection 802.11a/b/g Operating System - Microsoft Windows Vista Home Premium Dimensions - Width 14.41 x Height 1.39 x Depth 10.81 inches Weight - 6.17 pounds Note - When you first turn this machine on, you will have to wait ONLY 5-6 minutes before you use Windows Vista."", ""Amazon.com""]"
B0756TR4ZR,laptop,"Acer Predator Helios 300 Gaming Laptop, Intel Core i7, GeForce GTX 1060, 15.6"" Full HD, 16GB DDR4, 256GB SSD, 1TB HDD, G3-572-7526",4.4,39,1479.0,Acer,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""7th Generation Intel Core i7-7700HQ Processor (Up to 3.8GHz)"", ""NVIDIA GeForce GTX 1060 with 6 GB of dedicated GDDR5 VRAM"", ""15.6\"" Full HD (1920 x 1080) widescreen IPS display"", ""16GB DDR4 Memory, 256GB SSD & 1TB 5400RPM HDD"", ""Up to 9-hours of battery life"", ""Max Memory: 8 GB""]","[""Acer Predator Helios 300 Gaming Laptop comes with these high level specs: 7th Generation Intel Core i7-7700HQ Processor 2.8GHz with Turbo Boost Technology up to 3.8GHz, 15.6\"" Full HD (1920 x 1080) widescreen LED-backlit IPS display, NVIDIA GeForce GTX 1060 with 6 GB of dedicated GDDR5 VRAM, 16GB DDR4 2400MHz Memory, 256GB SSD, 1TB 5400RPM SATA Hard Drive, Acer True Harmony Technology Sound System, Two Built-in Stereo Speakers, Secure Digital (SD) card reader, 802.11ac WiFi featuring 2x2 MIMO technology (Dual-Band 2.4GHz and 5GHz), Bluetooth 4.0, 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), HD Webcam (1280 x 720) supporting Super High Dynamic Range (SHDR), 1 - USB Type-C port: USB 3.1 Gen 1 (up to 5 Gbps), 1 - USB 3.0 Port (featuring Power-off Charging), 2 - USB 2.0 Ports, 1 - HDMI 2.0 Port with HDCP Support, 4-cell Li-ion Battery (3220 mAh), Up to 9-hours Battery Life, 5.95 lbs. | 2.7 kg (system unit only) (NH.Q2BAA.007)""]"
B08B8VPN22,laptop,Lenovo Chromebook C330 2-in-1 Convertible Laptop MediaTek Processor 64GB eMMC 4GB 11.6in Touchscreen Webcam (Renewed),4.0,25,,Amazon Renewed,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Chromebook runs on Chrome OS - An operating system by Google that is built for the way we live today. It comes with built-in virus protection, updates automatically, boots up in seconds and continues to stay fast over time. (Internet connection is required)."", ""Comes with multi-language keyboard: English (US), Canadian (English; French)"", ""MediaTek Quad-core MT8173C Processor 2.1 GHz (4 Cores), 4GB LPDDR3 RAM, 64GB Emmc Storage; Integrated PowerVR GX6250 Graphics"", ""11.6\"" HD (1366 x 768) Resolution 10 point Multi-Touch LED-backlit Screen; SD support for expandable storage"", ""1x USB 3.1 Gen 1; 1x USB-C 3.1 Gen 2 (support data transfer, Power Delivery, HDMI and DisplayPort 1.2); 1x HDMI 1.4; 1x card reader; 1x headphone / microphone combo jack (3.5mm); IEEE 802.11ac, Bluetooth 4.2, Two Stereo Speakers, Google Chrome OS, 3-Cell Battery Life""]","[""This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.""]"
B01CGGOZOM,laptop,"HP Notebook 15-ay011nr 15.6-Inch Laptop (6th Gen Intel Core i5-6200U Processor, 8GB DDR3L SDRAM, 1TB HDD, Windows 10), Silver",4.3,1124,,HP,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Intel Core(TM) i5-6200U Processor 2.3GHz with turbo boost up to 2.8GHz"", ""Memory, standard : 8 GB DDR3L-1600 SDRAM (1 x 8 GB)"", ""More productive. Windows 10 is the best for bringing ideas forward and getting things done."", ""1TB 5400RPM Hard Drive, DVD Writer"", ""15.6\"" diagonal Full HD SVA antiglare WLED-backlit (1920 x 1080)"", ""Max Memory: 16 GB""]","[""Empowered to do more. Tackle all your daily tasks with an affordable laptop that comes packed with the features you need. With Windows 10, you’ll experience fast start-ups, a familiar yet expanded Start menu, and great new ways to get stuff done.""]"
B00361G0ZO,laptop,ASUS Republic of Gamers G51JX-X3 15.6-Inch Gaming Laptop (Blue),3.5,113,,ASUS,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Intel Core i5-430M Processor 2.26 GHz with Turbo Boost Technology up to 2.53 GHz"", ""4GB DDR3 1066MHz RAM, 2 SODIMM Slots; 8GB Max"", ""500GB Hard Drive (7200 RPM); Super Multi Optical Disk Drive; Wi-Fi 802.11 bgn"", ""15.6\"" Full HD 1920x1080 LED LCD Display; NVidia GTS 360M Graphics Engine with 1GB DDR5 dedicated VRAM"", ""Windows 7 Home Premium (64 bit) Operating System; Bluetooth; 2.0MP Webcam; Backlit Chiclet Keyboard""]","[""Product Description"", ""The ASUS G51JX-X3 is one of the newest notebooks from the Republic of Gaming(ROG) Notebook line. Powered by Intel’s i5-430M Core i5 processor and a dedicated NVIDIA GeForce GTS 360M graphics card, the ASUS G51JX-X3 offers users a completely new class of physical gaming interaction for a more realistic and dynamic experience. The NVIDIA GeForce GTS 360M also features 1GB GDDR5 VRAM, which performs significantly better than the standard DDR2 and DDR3 video memory. With a 3DMark score of 11,000+ the performance of the ASUS G51JX-X3 is a leap from the other 15-Inch mainstream notebooks that produce scores ranging from 2000 to 3000. The G51JX-X3 also supports 3D gaming surround audio in the form of EAX Advanced HD 4.0 audio technology. This technology detects in-game environments and actions to provide corresponding 3D sound effects. It can provide up to an additional 64 sound effects from the sound library, producing ultra-realistic spatial effects in more than 300 supported games. Equipped with an illuminating chiclet keyboard, the G51JX-X3 enables gamers to control the brightness of the keyboard to cater to their needs. This provides gamers with an added advantage over their opponents, and allows them to continue to dominate even in the dark, like that of LAN party environments. The G51JX-X3 also features Windows 7 Home Premium 64 Bit Operating System. The notebook comes with a 1 year global warranty, one month zero bright dot guaranty, free two-way standard shipping, twenty-four hour tech support seven days a week, and a one year accidental damage warranty, protecting the notebook from drops, fire, spills and surge."", ""Amazon.com""]"
B0039MIN82,laptop,HP Mini 210-1099SE 10.1-Inch Netbook (Vivienne Tam Edition),3.5,25,,HEWLETT PACKARD,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Intel Atom Processor N450 (1.66 GHz, 512KB L2 cache)"", ""2 GB DDR2 System Memory (1 DIMM) (Max 2 GB)"", ""250GB (7200RPM) Hard Drive (SATA)"", ""10.1\"" Diagonal WSVGA LED HP BrightView Infinity Widescreen Display (1024 x 600);"", ""Genuine Windows 7 Home Premium 64-bit, Up to 4.25 Hours of Battery Life"", ""Intel Graphics Media Accelerator 3150 (shared) with up to 256MB Total Available Graphics Memory""]","[""Product description"", ""Complete your look with this fashionable digital clutch. Small, slim and stylish, the HP Mini 210 Vivienne Tam Edition netbook lets you surf the web, stay connected, and be entertained in more places. Amp up the fun by playing videos and music or showing off your photos. Exclusive, integrated software keeps you in sync with your life by letting you e-mail, chat, and instantly access your files from anywhere you have an internet connection. Adorned with a butterfly motif from Vivienne Tam's spring 2010 collection, the champagne gold case makes a bold fashion statement from every angle. 10.1 Diagonal WSVGA (1024 x 600) LED BrightView Infinity Widescreen Display (1024 x 600) HP Webcam and Digital Microphone Intel Graphics Media Accelerator 3150 with up to 256MB Shared Video Memory 802.11 b/g/n Wireless LAN Bluetooth 10/100 Base-T Ethernet LAN 5-in-1 Bridge Media Adapter - MMC, SD, MS, MS Pro, xD Beats Audio 93% full sized keyboard, Clickpad with On/Off HP Imprint with the Butterfly Lovers design in high-gloss champagne gold Ports - 3 x USB 2.0, Headphone out/Microphone-in combo Jack, VGA, RJ-45 Approximate Unit Dimensions - 10.55 (L) x 6.9 (W) x 0.9 ~ 1.11 (H) inches Approximate Unit Weight - 2.69 pounds"", ""Amazon.com""]"
B00LAEUBN6,laptop,"Lenovo Thinkpad T430 Built Business Laptop Computer (Intel Dual Core i5 Up to 3.3 Ghz Processor, 8GB Memory, 320GB HDD, Windows 10 Professional)",3.9,40,139.0,Lenovo,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","[""Lenovo Thinkpad T430 Laptop"", ""i5-3210M 2.5GHz CPU"", ""4GB DDR3 RAM"", ""320GB HDD"", ""Windows 10 Professional and WebCam""]","[""Refurbished Lenovo ThinkPad T430 Laptop i5-3210M 2.5GHz 8GB 320GB Win10 Pro""]"
B0C7H1XD7V,laptop,"Lenovo Flex 5 14 2-in-1 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 4500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Digital Pen Included, Win 10",4.4,6964,612.0,Lenovo,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]","[""Thin, light, and stylish – This 2-in-1 laptop weighs just 3.64 pounds and is only 0.82\"" thick. It's soft and comfortable to the touch, with a durable paint that creates a better user experience. Digital pen included"", ""The 10-point, 14-inch FHD (1920 x 1080) IPS touchscreen allows the Lenovo Flex 5 14\"" 2-in-1 laptop to be comfortable, fun, and easy to use. It's also great to look at, with 4-side narrow bezels"", ""The 360⁰ hinge lets you use your 2-in-1 touchscreen laptop in whatever mode works best for you; Use it in 'Laptop' mode for everyday computing, 'Tent' mode for sharing things, 'Stand' mode for binge-watching, or 'Tablet' mode for more intuitive interaction"", ""Enjoy up to 10 hours of battery life, plus quick charge to 80% in just 1 hour"", ""Powered by the AMD Ryzen 5 4500U mobile processor with Radeon graphics, you have the performance to do more, from anywhere. With more cores, you'll experience responsiveness that leaps into action for productivity, gaming, and content creation""]","[""Accessorize your lifestyle with the Lenovo Flex 5 14\"" 2-in-1 Laptop. Ultra thin, lightweight, and ultra portable, the Flex 5 weighs in at just 3.64 lbs and is less than 1-inch thick when closed. Slim, stylish, and proudly powered by the AMD Ryzen 5 4500U mobile processor with Radeon graphics, you can carry this touchscreen laptop with you everywhere – digital pen included. The Flex 5 is designed for excellent all-around performance, graphics, and productivity, whether you're enjoying entertainment at home, working in the office, or studying at school.Keep your ideas flowing anywhere and anytime. The 360 hinge lets you quickly and easily turn your touchscreen laptop into a tablet for more intuitive interaction, letting you write easily with the included digital pen. Set your 2-in-1 laptop in tent-mode for sharing with friends or co-workers, or put your computer in stand mode when you're binge-watching your favorite streaming show. With narrow bezels on all 4 sides, you'll enjoy more viewing area and less clutter on the full high definition (1920 x 1080) IPS panel with 2 x 2W Speakers with Dolbsy Audio.Other great features include a physical privacy shutter on the HD 720p camera with Fixed-Focus cmOS, 2x2 Wi-Fi 5 (802.11 ac) and Bluetooth 4.2 connectivity options, and 2 USB-A, 1 USB-C, and an HDMI port. You'll also enjoy up to 10 hours of battery life, plus quick charge with a 65W adapter – only 1 hour of charge time gives you 80% power. All battery life claims are approximate and based on results using the MobileMark 2014 battery life benchmark test. Actual battery life will vary and depends on many factors such as product configuration and usage, software use, wireless functionality, power management settings, and screen brightness. The maximum capacity of the battery will decrease with time and use.""]"
